Study      Run             vconst_corr                vconst_2                vconst_3                vconst_4                 vconst_5                vconst_7                 ah_corr               ah_bolus                slm_corr       efficiency_factor           tidal_mix_max      vertical_decay_scale            convect_corr            bckgrnd_vdc1          bckgrnd_vdc_ban          bckgrnd_vdc_eq        bckgrnd_vdc_psim                 Prandtl   outcome
    1       15      0.3965135587030091      0.2012412503025391      0.9681076397278553       0.836439981944083       0.6099766375923841      0.2446819819160737      0.7882705140250942      0.356016874864387      0.1250539998769657      0.5101025887829665      0.4039659679621562        0.8656119113425829      0.4995159909374909      0.5896484861215059      0.01499791595593302       0.893354827800714      0.5621224685054687     0.02844873743985469         1
    1       16     0.05162036324230333      0.3109125513402332      0.9092925575367796      0.7191174679254699        0.433167081923845      0.9971417491621752      0.2313817085918143     0.7715889360432306      0.5930693719975857       0.109138528102388      0.2151174598489888       0.05181928754835907      0.2935260403422743      0.7518454991811369       0.9224807585253277       0.606573033767442      0.3182088333984009      0.7188535135911984         1
    1       17      0.8143564358909822      0.6967738663001607      0.7028825529656995      0.9756356765761868         0.98348481453593     0.03113672242034227      0.9388891434167616       0.74484604513402      0.7522535485758757      0.4125240501494975      0.5866564049838214        0.9416526862989283       0.247466384292218       0.550210881638082       0.2298907612372811      0.6914782393620246      0.9993059367471788      0.6470631866508888         1
    1       18      0.5956241213173296      0.7915312543433781      0.7941229378442385      0.4306672843587068       0.9167781346361153      0.8977854177329897      0.7297787675828052     0.5602039060154412      0.6589529683140831      0.8352519121266798      0.6447588656356351        0.4442190648522228       0.820039098083766      0.8780554601987306       0.2384532532124366      0.4135384403117415      0.3787264120066539      0.9730494728868103         1
    1       19      0.4532874681184896       0.227814193661066      0.8689639318812018      0.8395467701212813       0.1333494249834783      0.9513395729060803      0.1790809543609309    0.02315243019903493      0.1448468379417641      0.6742691755747526     0.08327259583812621        0.4372392175344026      0.2313822548474289      0.4245534347150371       0.5786210627346817      0.1402842371181275      0.5389089785749093      0.6203919735504314         1
    1       20      0.3586774928417678      0.5397639753465127      0.4082044733636495      0.3913417655560705       0.6609844274534327       0.730276729066908      0.4155567776916239     0.6779696920175209     0.09224283372879856      0.4576951002753857      0.9710495209127354        0.1166685049745461        0.89342431396039      0.8952803579068536        0.412109540481793     0.06748964066565451      0.2549493505865232      0.1467011984385964         1
    1       21      0.7951983424265766      0.1297865445712685      0.8818246116421909      0.5312663013400096       0.5469967021425772      0.6265959397643908      0.6897732441611071     0.9416511330326709       0.466418687972085     0.09831326167849409      0.4351432157615717        0.7303658870786118      0.8682679369761092      0.8528196679260064       0.5259774876978353      0.7854206047654669      0.6306026816497453      0.7409229077631608         1
    1       22      0.5006828589300211      0.3604467024056551      0.9391097979814125      0.1499945639981888       0.5790399178603871      0.2974902469173281      0.9056083239395067     0.7652321836755922     0.02687872876283816      0.6087480291232674      0.3162488893592834        0.8426026382004946      0.3844317662891829      0.6009998129939453       0.9414882096772392      0.9816748876189296      0.2250527151912037      0.6926438495154597         1
    1       23     0.02945369564436583      0.6757246235838263     0.02493006193674066      0.1138323004719698       0.8336855528591615      0.2681910418465527      0.9364071551813847      0.577268761329146      0.7283629919272951      0.8464936220526902      0.4198484700703476        0.2862277541826996       0.782013775431551       0.455999154664783        0.450856708515332      0.9092242392763081      0.8270979953334771      0.1259614256081275         1
    1       24      0.2948637222612484      0.8178695718072251      0.5484802546872137       0.983250152040273       0.4751693398976285      0.6722545882751648      0.1980546878120448     0.2702498082588944      0.4539846989701295      0.7254511264411525      0.6533506935772797       0.09909247723796094      0.3690557317640115      0.2520570321396614       0.4260829463251866      0.3817077761218469      0.7758205912515729       0.561837770374647         1
    1       25      0.4839207167827731       0.272825272672344      0.2880135145103042      0.4240753186103474       0.8258667873748993       0.686728397587366      0.3170011379355047     0.1071755285620586        0.76105377571916      0.7209729628236446      0.9848388743315203         0.345239468155584      0.1450467345524683      0.9616943035197134      0.02156099583436218      0.1277151480291246      0.9781764450457154      0.8775243971859001         1
    1       26      0.7739966272247127      0.0299948844489538      0.5009447282516502      0.1814400989730429        0.501907078621702     0.01716476793582034      0.6838373190115413     0.2394357514114947       0.694846243250908      0.7626682346751397      0.1186196594447311        0.6940981520857248      0.4893226371884036      0.3541289696301748       0.5278059054955115      0.7777134097892688      0.3091171186895938      0.2627281871818317         1
    1       27      0.4202773962350976      0.3718718620832078      0.7422117704952447     0.06304515071032156       0.1891598793251129       0.846139099689511      0.8742334448318515     0.1438190310029313      0.1562955231185899      0.3538353600759163      0.3931206922538372        0.6338434558439379      0.7883711917299984      0.8562844863290796       0.6020186010179006      0.1686308213237984      0.5345217399661326      0.9875127185808702         1
    1       28      0.5313510447481854      0.1487871949069409      0.3450900023828985     0.08515667660782736       0.7370069815440932      0.3453124689171091       0.172234035069899     0.6906704959912329     0.09740102635437829      0.1834043533308432      0.3715737139521581        0.4807006155425269      0.5069942437759083      0.8239682743429311       0.1467078421989249      0.5955297366703033      0.3715913876710046      0.1998455435270444         1
    1       29      0.3050380560310764      0.2406702391479889      0.8307389870518819     0.02199078798294067        0.998549573837469      0.2944183734129183       0.716169724535818     0.4155495755594328      0.9214149832285734      0.1394679710941596     0.06925581903843624        0.9814476887579077      0.2058756603251418      0.1942184632320681       0.5011334203507027       0.181757552212932      0.6910838689021249      0.6157911777936129         1
    1       30      0.2501013950418888      0.7347718454160107      0.9376927608145504      0.8929695532372636       0.2355619149903456      0.9824204849544913      0.5329028287242787     0.3984518675715663      0.1956297740456648      0.8982784586803367      0.7360311695917821        0.8890631711304499      0.9784840930227398      0.8286471653600327       0.4426064770164279      0.4520430455579319      0.7698833579676123      0.4358657300924986         1
    1       31      0.3840822580309274       0.883148775564041     0.02928032844793052      0.3594668579934579         0.35738168416105      0.5262682603633342     0.03627799266121454     0.5907546286419448      0.1375056276809321     0.04815091754361574       0.662520832722334        0.3380015423883581      0.3058936504336695     0.02676161048907994       0.0309023542678915      0.3390452750958503      0.5764790665785162      0.7595670555964008         1
    1       32      0.7152085374937289      0.3291583439826758      0.5760845150539859     0.02230107645478306       0.3843422671909341      0.8226938025857736      0.7169301354416853     0.3251973247672949      0.8546836741074609       0.398638789584705      0.8356728059136206        0.4679844271430436    0.004825306184486382      0.6822743864186729        0.114236209823543      0.5660279053832508      0.5592041891391596      0.8027711172859806         1
    1       33      0.6785962219725157        0.11573812718141      0.5291370653430931      0.1883754719113414       0.4182221199683328      0.3333276383630517      0.1383300190894968     0.1202003792820809      0.5325800076592714      0.9673502283908116      0.1587513839916533        0.4747535024058178      0.1429479521324134      0.1642710695922789       0.8090679135613351      0.7688097018050031      0.9360326196041165      0.4023352949246247         1
    1       34      0.7426890862614124      0.4206454368890263      0.4319749046699145      0.6862905997795881      0.04307761068921536     0.04182448338898313      0.9868279161086927     0.8684100768503009      0.4141012771223258      0.5306536546882449      0.4226704472042103        0.1823825413904463      0.8974200623303963      0.7297266903035861       0.1582030939442726       0.875170029390655      0.6189531541028475      0.2183682873974451         1
    1       35     0.01469819538114179      0.9445659882893477      0.2457552753673453      0.6806005163493359       0.9670004331804295      0.4497892094323309      0.5930778484843258     0.2724894387285329      0.6764839666494583      0.7564576153940935      0.6198692595883687        0.9092503908219643      0.7021055747379756      0.7636034932763627       0.3769424534157022      0.4771584632741805      0.3525732906781034      0.3281019768393081         1
    1       36      0.1984839451680374      0.4360489519015472      0.6682612727447931       0.995954859278734       0.1090885872215343     0.03491636696012897      0.2644791329253672     0.9925288378545601       0.700669385018086      0.4106960956227138   0.0004189968083260788        0.3095547214331519      0.7316303523490206      0.6995165758054807       0.1433232912884301      0.2497200259369695      0.1291106793770774      0.8233902637122407         1
    1       37      0.4928370520912318      0.2368964541328347          0.636875173174      0.5417997117270715      0.06886406963587635      0.8603470240435046      0.4573403722464314      0.059165141141663      0.3824439940805961      0.3490058777892652      0.3334927465456228        0.2980105001479387      0.7635928020010599     0.06454114282451985    0.0007319602921294669      0.7451854255904133      0.6711011480953959    0.005698799574747682         1
    1       38      0.9423607049070092      0.7587183310404523      0.4758414984318531      0.8330725923542762      0.09324978014273155      0.1610207701774521      0.8285984252553641     0.2150007542403829       0.392581684987009      0.6502059466710004      0.8180599521315243       0.01679082664712849      0.3939265445806086      0.6228427590556547      0.06822933138917303      0.5922527714438426      0.5555322905407392       0.102812311939326         1
    1       39      0.4035729121171042      0.6241810034701808       0.352266838401556      0.6919712401861843       0.2147736262361933      0.8145837835424269      0.4378879726010685     0.2202445339592588      0.5748273399438606      0.2568500975405591      0.5455546040644146        0.3600058995277828     0.05252102573221136      0.9207055244051542       0.6768701036201997      0.8288087908851191      0.2993362094443809      0.1217196257940183         1
    1       40      0.1228773399075079      0.6044383727376246      0.4919985660843345       0.117148365602932       0.4038138477041179      0.5914582002804512      0.6573431179703524     0.1823104300070554      0.6548778573206315       0.558981592354313      0.6006181842466403       0.03492998137889016        0.74594843781993     0.05522785852275168       0.9511025044588476      0.7423710893425677      0.3865190773633205      0.7845258256523974         1
    1       41      0.8093361762572183      0.2522511450353906       0.554051210413066     0.05649884854598592       0.5692489697196934     0.05386375232547936      0.4760656053045144    0.04414290541187964      0.1545935874313323      0.2186275114900329      0.3569897067629629        0.3829028885164815      0.2157169612603159      0.7177047312233804       0.3246396402776656      0.7132451675043234      0.4610345061726144      0.5221242292590129         1
    1       42      0.9317798571130779      0.5344873879699864     0.07235019188632982      0.5080439436301175       0.7973506361517746      0.8549417213459188      0.5343992841494684     0.4994212222996996      0.8658163036103361      0.5147905922999296      0.5007260718512245        0.4104103699455866      0.5490862722236974      0.1179085800760529       0.9013087918697339       0.274064094086902      0.6443232619759834     0.03878930215465112         1
    1       43      0.3199914045321445      0.5001857655886043      0.5425415128870453      0.5789322896123243       0.9391266861516568      0.1875637118846903       0.643975152543539     0.1017678153791672      0.6103258306574491      0.3809095139434147      0.8781049880832951        0.6816695571372596      0.9292393273583407      0.9882416640990415        0.136341162386816      0.1280859206285742      0.6480928208536676      0.3845321178449215         1
    1       44      0.6755766803877326      0.9048707442681513      0.9654667252079687      0.7639044383877062        0.633558895804971      0.7593050946649681      0.2168295128982411     0.2553406137753175      0.6652028517267252      0.3683648587450282      0.7479017401838468        0.9349437685851525       0.956876100813194      0.4202954162429605       0.9869974747985706      0.9556774225344675      0.4851084157656361      0.2064740486637069         0
    1       45      0.1328955969708558       0.961589490057021      0.5147825088610667      0.8195313420004419       0.2886443422421709      0.5289312658805607      0.7966837713624247     0.8439419616932153      0.0371394827353975      0.4641967756958265      0.7762845226097852        0.7752318300267992      0.1242018221140218       0.740231589834568       0.8839473141654809      0.2030201776017849     0.03227773893029533      0.6887341603623807         1
    1       46      0.3661138479960048      0.1621446078410372      0.5592301809319502      0.8880082649838491        0.334936440210893     0.08991575867273949      0.4662949913504741     0.6527526688697334      0.5412121144938282      0.4756137988064438      0.3735460162136911        0.7096230177260522      0.6130646492574467      0.8846604330309978       0.8756521564235704      0.5493563059549262      0.1664648927450698      0.5377650788817038         1
    1       47      0.1157952475671967      0.7612141678355532      0.3441030646273349      0.7770358222627288       0.1584583002116738      0.6646986556148881      0.5761387038355074    0.04468654640820913      0.7741813119151629      0.4976162925892924      0.3945746786219793       0.06784453534184852      0.0577840168417121      0.1530441408304291       0.6138497746187366      0.2716584458119339     0.05997037064516917      0.5952624071557592         1
    1       48      0.8621344401268289      0.3908906884543184      0.5992603949801479       0.854088526744292       0.7714604579287375     0.06071776522763281      0.3056020843731757      0.719193431807475      0.4901892067204851      0.6047124083425539      0.5309329086242037       0.05981838116163595      0.6064689018414356      0.2090658021832092       0.9612799046457642      0.7918483399423875      0.1904880634586637      0.8435833885748354         1
    1       49       0.728289292994628      0.7832552102277986       0.959955337496164     0.05497752711073392       0.4223018928612065      0.1895588729517638      0.7685128439114326     0.8980060162164996      0.9401327714530958      0.6962448004465033     0.01425430043083098        0.8487225995230903      0.2691966836780517      0.3173348703447522       0.3653863515174534      0.7324668472037755      0.4458719431383846    0.003183953567511506         0
    1       50      0.8921359993077608        0.83426494844025      0.7324011378313623      0.3750621612778761       0.7202751084489541      0.9392967787752342       0.224490946619254     0.8604460950100071      0.8667635688907467      0.8306759325179479      0.9897707187014425        0.5752316386348362      0.4419438340998669      0.3257600512433176     0.009096808048586051      0.9474934683129607      0.8450730615023834      0.6392935721837503         1
    1       51      0.3472020388024652     0.02307361269938863      0.6656258988401128      0.9670620643352675       0.3781278304031326      0.3363710631849244      0.8215569613255663     0.9116181330380236      0.7889437453666082      0.8272067181429723      0.4924240101452193        0.5669990181108006      0.6344612583194652     0.06940748673191087        0.514058497398057      0.3193002181244083       0.430015179163052      0.3048427046677615         1
    1       52      0.4665587124815728      0.9256304061764645      0.6045241271456082      0.3040595283783558       0.5859365568793793      0.5416600864897999       0.894943881699712     0.9730582151898286      0.2495899768468613      0.7768056351212889      0.4874793793152397           0.3666938301939     0.09433208405712827      0.4416791445097058        0.356113334509751      0.6949710983084515      0.8897750699103604       0.180346114109529         1
    1       53      0.6023109236641579       0.822251677462676      0.9145489624688505       0.264409831011047      0.02709355283295736      0.6911208340160859      0.9718181192784363     0.6722512962451827      0.7240626274038934      0.7386983786774283      0.5148349456683112         0.244433985841978     0.03865489194738782      0.2580816776853883       0.8175469224884485      0.6671776198432782     0.07418516296764009      0.4670842220476414         1
    1       54      0.6345759711706908      0.5816435887219592     0.05360150767567878      0.2939272832215971       0.2993818322623459      0.5342134469046464      0.1564280961782465     0.6383715065817038      0.5573355654370972       0.535018167058782       0.270266609311673         0.754844023170881      0.9335178600106803      0.7099164653685875       0.5891093965412842      0.8023578459021843      0.4239208736676826      0.2567436385382381         1
    1       55      0.6848607024074429      0.4680956636374403      0.7095340278452367      0.9643692704008168       0.6737978600987441      0.1310016792293431      0.7088036284820798     0.6190740407056486      0.5242854727445068      0.2258109222916472     0.01686971110369389        0.2374309277950993      0.6836109708464291      0.3157218249424154        0.250014568594957     0.04662275234651234      0.7447353212214592      0.7631532348019796         1
    1       56      0.8963767880586804      0.1955399422104367      0.4614621574990452      0.7090335148516008       0.8802155465275669      0.3231557894795616      0.2998184146864029     0.9476493395114732      0.9857665913632243      0.1658240024323782      0.6773656610321875        0.1999107092606007     0.07744944775218351      0.1242032390294804       0.7561404804776732      0.2205926988286794      0.3278882008252872      0.5563213657173846         1
    1       57      0.1371941267655024      0.4515363605110906      0.6290575176852549      0.2398153140377771       0.9901600400024715      0.3567581496537767      0.3132266118734454     0.5947767893744943      0.2157198602566495      0.6863765298712274      0.6899500912857346        0.7196567975941839      0.1731511773373414      0.3648549568981657       0.4284545331857064      0.9169778170012353       0.750696192174736       0.157700002219321         1
    1       58      0.9646528818942089      0.8673152965234799      0.4369528553966019     0.07002923234443491       0.1448747818513463      0.1992790071319582      0.7011769952963934     0.3664105076058251      0.9646502901360186      0.1279392880348799      0.6870262421434745        0.9714891941506519     0.02595668429534675      0.3441355724262798       0.0997463104974789       0.207239846958934   0.0004651060483107965       0.949122277639496         0
    1       59      0.4404917989404769      0.2866896671307687      0.7506737661535023      0.8818996961914106       0.9247100010630676       0.777144538170089      0.9778489401111277     0.3044832784579032      0.2062193435577986      0.7122828081263126    0.007772185549967819        0.2013773081617223     0.08684895613049676      0.4890292526985933       0.9322318591035178       0.725313076952524      0.8552018696907907      0.0717842086761569         1
    1       60      0.2244718027107107      0.9988148155195329      0.6609501142869704      0.7957937897907363       0.2016602145119881      0.6458613858985094      0.5586373941985787     0.4736199407967636     0.01706511347890935     0.06000204104154061      0.1676840057337864        0.5535793711457195      0.2658573797774605      0.1835130613607665       0.2775971926671142      0.6543094403433821       0.529665911261044      0.2943424386735489         1
    1       61      0.2589059110394576      0.7181179599163847      0.2379758382203161      0.2568368558487338       0.2904914698485906      0.2790409800001524      0.3862123757471434    0.06513209177129385        0.88402883280198      0.4307302437826164      0.7234152775542396         0.522959928563796      0.6920421891858698      0.5785699643582727       0.7508513515621114      0.8091932960656575      0.9300439321733495     0.05470720083944293         1
    1       62      0.5222107101800956      0.5609676889480195     0.04832254685461521      0.8091889231931418       0.9309703323964237      0.7867568971084741     0.06893958957839964     0.7300297716723031      0.7820701967200472      0.2024494690212628      0.2791060139438034        0.3724091919876324      0.4126486936765206      0.6472675968077966       0.6791323715368183      0.8999885765641618      0.8039167251774214     0.02517078741220757         1
    1       63      0.6164693868977743      0.7415955742976318      0.7816557313431985     0.03342015291822868       0.2397465863446188      0.1497453983627363      0.4052328861383204     0.9377970188105893     0.06307093240450033     0.03408242693403736       0.633758383442182        0.3193700639776782      0.9929117090340394      0.4087461577961221        0.385853572947801      0.5544302419125516      0.4555470654184723      0.2504764986871224         0
    1       64      0.1088492558661124      0.8054217970451444      0.3880951043218375       0.251939027544318       0.3928070374661022     0.08855854035484502      0.3398812455099283    0.01761915591519533      0.6004532956841608      0.5399780068184352     0.07622176377723615        0.3507064445448729      0.9017581335501745      0.1358155721229398       0.2568376913977166      0.4302748746743116       0.886182918966127      0.9433075075852685         1
    1       65      0.4670262793971536      0.4476492627252204      0.5655710230995383      0.3615935167155436       0.6520160883121814       0.801629691107923       0.750646936130296     0.9551249217009172      0.5342332489943753      0.8755527828522544      0.4442254584735363        0.1288679048613025      0.9076143969600606      0.3587591852772878       0.8954760706013379      0.7555247745761234      0.7642451619936361      0.7786318741001499         1
    1       66      0.6630389858101908      0.2666486610231611      0.1050458122174152      0.9221500283430538       0.2326579813780781      0.1201865515400035     0.02220843624349476     0.3672093600720271      0.9369070741800695      0.5950621450229341      0.5932291940915295        0.4183467316195472      0.3313393241609447      0.4816101340421786       0.1946372011094354      0.7629999902914278      0.2199250115624939      0.2334152875235304         1
    1       67      0.1661427347519849      0.2802683039801195      0.0688179513374861      0.7343317991859901       0.5341255986209338     0.01386821354454797      0.1456052924066575     0.5786645372230043      0.8952567579599822      0.8654055622535655      0.5505635548589959        0.5053799579010552      0.7519076535387689      0.3346147056099856       0.7675934382442696      0.1080966957650768      0.6024843803024851      0.9030972503060992         1
    1       68      0.5427968952235662      0.2170610376853599       0.270332530056799      0.6100461304705177       0.3219212427670654      0.5717628144853127      0.2121280532187989     0.1472028750150154      0.9495180034453774     0.02003624289322438      0.3652110255375091        0.2134563178794148      0.3260997422569846      0.3828509652922447       0.1253163750296355      0.9972646656459094      0.7267880576352278      0.8146273989954756         1
    1       69       0.310352089008989      0.5513526075222116      0.3302331047999258      0.6999990012716605       0.4512012883943195    0.001214792465584146      0.5153017086584846     0.2472037713599599     0.08628266700284763      0.2945011854443389      0.9817311005524567        0.8555537175826935      0.2218545981450006      0.5734231915725914       0.2177690482659576      0.5024103835173365      0.3367156677556017      0.5502970994786464         1
    1       70      0.5542289361409429      0.6403165996695559      0.1791992550444168      0.9438155466056842       0.9654350051565821      0.9079784386946509      0.2883467354152041     0.1372209085772435      0.9311990040587261       0.450723416372461      0.9312483297001261        0.2686735004988602      0.7164559769806349      0.7691752132248237       0.7762138085090555      0.9693633506281508      0.5915929164064841      0.8523211039473406         1
    1       71     0.06047139974285125     0.03347311408724636      0.2745717190270726      0.3360154631741656      0.05939804775795589       0.875912177340231      0.6998084998715461      0.404412807433659      0.8602472340300059      0.1565617600869801      0.8887663213199833        0.2104676482254743      0.5752199379520284      0.6523411255446263        0.210176416597743      0.5765515630560307      0.6528192987044652      0.1913102773548518         1
    1       72       0.837178395945941      0.3492089301696978       0.139125013214329      0.9106524746476983       0.7238734413895549      0.4361981361819846      0.4443136526375181     0.8922696569003166      0.2758546288862515      0.5729870936936803      0.5695744571599385        0.5932699115455358      0.6807073842734099      0.5204216460464522      0.07306712357741264      0.1206355472496297       0.516307975908017      0.6600151319923396         1
    1       73      0.2714180707233027      0.6531086767622684      0.9927996928156871      0.7798366853695673        0.462740724769214      0.2256615278388684      0.5708286468870938     0.5234503337686571      0.2231285845472788      0.1519258239267704       0.459888825011957        0.1895876620275279       0.673339447085487      0.1095511969230655       0.5347343748396572      0.7101321581220772      0.8314597939684367      0.8981939430245095         1
    1       74     0.02392118144909748      0.7885004460126058      0.3927449688211911      0.8621120787768936       0.8153758760515808      0.6310749787656176      0.4700863089580606     0.5285640542679984      0.9795345583051029      0.6494641840289761       0.384347490935276        0.1756527658202685      0.3442393312618757      0.7013590334617119       0.3019363255550464      0.9392676529603907      0.3164151098204052      0.7017660633867814         1
    1       75      0.2738130750445029      0.6082931753493742      0.1682833376793295      0.6763517192448489      0.01371552628051076      0.8191800383268856      0.5414935209684901     0.4934683284735204      0.1804079491308787      0.6121116268461467      0.4655312759284344        0.9022603180867413      0.6315844542799621      0.0990889135088461       0.5426841862551454      0.1636125627167833      0.8163581455811961      0.7119088569345574         1
    1       76      0.4984385574650433      0.5182901911967849     0.01584429080830887      0.0393335459753871       0.8033730241392429      0.7417960085104116      0.9049285240031572    0.03807622135306398      0.2709159235547607      0.6616550430771895      0.1419623849124441        0.8044055741978809      0.4782407975509866      0.9799432573503712        0.727646319334033      0.3476588371015775      0.9888525328288477       0.447937339240323         1
    1       77      0.2883446732160842      0.9435316314571537      0.7975736496517332      0.8038574897296106       0.6327012412444067      0.2205548490332957      0.4260664207964308     0.5635848455881286      0.7973554068555435      0.1036949079716578      0.8537517951167602        0.9841026011531034     0.06671331494322254      0.3964096352988337       0.6927159082247979      0.1883506745436332      0.9056097410813284      0.3500737877756668         1
    1       78      0.9067363505937263      0.8456112965592183     0.03388958813803684      0.3829484335004559       0.6456349287647755      0.9327914134353503     0.04009542248806813     0.5496315000009621      0.2177787850002965      0.9230081112874259      0.3533178526442498        0.8285811663644078      0.8652057941821921     0.08408319306327031       0.3674326341961408      0.5371264153703427     0.08757576452464694       0.272303462225116         0
    1       79      0.7907570659984939     0.09643850993339179      0.3761660320800729      0.3234351745806635       0.2716446053741189      0.9157584612037882     0.09657715972797531     0.6722090783839425       0.911200080489895      0.3217881984323159      0.2367708336975839        0.4030097954492602      0.6197758666770016      0.5020645078633809       0.9984825516016119      0.1608388513546541       0.264850494503561      0.4786641842918471         1
    1       80      0.6442591725745136      0.9690217203344218      0.8156324476766814      0.5612096510504165       0.7781057633847619       0.454346596610008       0.918361022128051     0.8099181747930642      0.2547016369618683      0.4193131534279221      0.7809021508631607       0.01530465075047687      0.4322294405661524      0.7725088098047612       0.5220239636436519     0.07720651707948289      0.1728646782446756      0.8473593436737752         1
    1       81      0.2441184407992599      0.1772086198415814      0.2918096547816984      0.3975735898116707       0.4936667768866755      0.3138442929058025      0.8535881128420846     0.5049780970439315      0.7690693324030792      0.8697961047511652       0.955374787015737        0.8143879337430311      0.3345158905618721      0.5056037278108609       0.3808750286866497      0.7009907745174133      0.3427926808854358      0.7090218849195582         1
